GB2312	UTF8	UNICODE	charset 
bae6	e78398	28888	烘
bae7	e899b9	34425	虹
bae8	e9b8bf	40511	鸿
bae9	e6b4aa	27946	洪
baea	e5ae8f	23439	宏
baeb	e5bc98	24344	弘
baec	e7baa2	32418	红
baed	e59689	21897	喉
baee	e4beaf	20399	侯
baef	e78cb4	29492	猴
baf0	e590bc	21564	吼
baf1	e58e9a	21402	厚
baf2	e58099	20505	候
baf3	e5908e	21518	后
baf4	e591bc	21628	呼
baf5	e4b98e	20046	乎
baf6	e5bfbd	24573	忽
baf7	e7919a	29786	瑚
baf8	e5a3b6	22774	壶
baf9	e891ab	33899	葫
bafa	e883a1	32993	胡
bafb	e89db4	34676	蝴
bafc	e78b90	29392	狐
bafd	e7b38a	31946	糊
bafe	e6b996	28246	湖
bba1	e5bca7	24359	弧
bba2	e8998e	34382	虎
bba3	e594ac	21804	唬
bba4	e68aa4	25252	护
bba5	e4ba92	20114	互
bba6	e6b2aa	27818	沪
bba7	e688b7	25143	户
bba8	e88ab1	33457	花
bba9	e59397	21719	哗
bbaa	e58d8e	21326	华
bbab	e78cbe	29502	猾
bbac	e6bb91	28369	滑
bbad	e794bb	30011	画
bbae	e58892	21010	划
bbaf	e58c96	21270	化
bbb0	e8af9d	35805	话
bbb1	e6a790	27088	槐
bbb2	e5be8a	24458	徊
bbb3	e68080	24576	怀
bbb4	e6b7ae	28142	淮
bbb5	e59d8f	22351	坏
bbb6	e6aca2	27426	欢
bbb7	e78eaf	29615	环
bbb8	e6a193	26707	桓
bbb9	e8bf98	36824	还
bbba	e7bc93	32531	缓
bbbb	e68da2	25442	换
bbbc	e682a3	24739	患
bbbd	e594a4	21796	唤
bbbe	e797aa	30186	痪
bbbf	e8b1a2	35938	豢
bbc0	e78495	28949	焕
bbc1	e6b6a3	28067	涣
bbc2	e5aea6	23462	宦
bbc3	e5b9bb	24187	幻
bbc4	e88d92	33618	荒
bbc5	e6858c	24908	慌
bbc6	e9bb84	40644	黄
bbc7	e7a3ba	30970	磺
bbc8	e89d97	34647	蝗
bbc9	e7b0a7	31783	簧
bbca	e79a87	30343	皇
bbcb	e587b0	20976	凰
bbcc	e683b6	24822	惶
bbcd	e7858c	29004	煌
bbce	e69983	26179	晃
bbcf	e5b98c	24140	幌
bbd0	e6818d	24653	恍
bbd1	e8b08e	35854	谎
bbd2	e781b0	28784	灰
bbd3	e68ca5	25381	挥
bbd4	e8be89	36745	辉
bbd5	e5bebd	24509	徽
bbd6	e681a2	24674	恢
bbd7	e89b94	34516	蛔
bbd8	e59b9e	22238	回
bbd9	e6af81	27585	毁
bbda	e68294	24724	悔
bbdb	e685a7	24935	慧
bbdc	e58d89	21321	卉
bbdd	e683a0	24800	惠
bbde	e699a6	26214	晦
bbdf	e8b4bf	36159	贿
bbe0	e7a7bd	31229	秽
bbe1	e4bc9a	20250	会
bbe2	e783a9	28905	烩
bbe3	e6b187	27719	汇
bbe4	e8aeb3	35763	讳
bbe5	e8afb2	35826	诲
bbe6	e7bb98	32472	绘
bbe7	e88da4	33636	荤
bbe8	e6988f	26127	昏
bbe9	e5a99a	23130	婚
bbea	e9ad82	39746	魂
bbeb	e6b591	27985	浑
bbec	e6b7b7	28151	混
bbed	e8b181	35905	豁
bbee	e6b4bb	27963	活
bbef	e4bc99	20249	伙
bbf0	e781ab	28779	火
bbf1	e88eb7	33719	获
bbf2	e68896	25110	或
bbf3	e68391	24785	惑
bbf4	e99c8d	38669	霍
bbf5	e8b4a7	36135	货
bbf6	e7a5b8	31096	祸
bbf7	e587bb	20987	击
bbf8	e59cbe	22334	圾
bbf9	e59fba	22522	基
bbfa	e69cba	26426	机
bbfb	e795b8	30072	畸
bbfc	e7a8bd	31293	稽
bbfd	e7a7af	31215	积
bbfe	e7ae95	31637	箕
bca1	e8828c	32908	肌
bca2	e9a5a5	39269	饥
bca3	e8bfb9	36857	迹
bca4	e6bf80	28608	激
bca5	e8aea5	35749	讥
bca6	e9b8a1	40481	鸡
bca7	e5a7ac	23020	姬
bca8	e7bba9	32489	绩
bca9	e7bc89	32521	缉
bcaa	e59089	21513	吉
bcab	e69e81	26497	极
bcac	e6a398	26840	棘
bcad	e8be91	36753	辑
bcae	e7b18d	31821	籍
bcaf	e99b86	38598	集
bcb0	e58f8a	21450	及
bcb1	e680a5	24613	急
bcb2	e796be	30142	疾
bcb3	e6b1b2	27762	汲
bcb4	e58db3	21363	即
bcb5	e5ab89	23241	嫉
bcb6	e7baa7	32423	级
bcb7	e68ca4	25380	挤
bcb8	e587a0	20960	几
bcb9	e8848a	33034	脊
bcba	e5b7b1	24049	己
bcbb	e8939f	34015	蓟
bcbc	e68a80	25216	技
bcbd	e58680	20864	冀
bcbe	e5ada3	23395	季
bcbf	e4bc8e	20238	伎
bcc0	e7a5ad	31085	祭
bcc1	e58982	21058	剂
bcc2	e682b8	24760	悸
bcc3	e6b58e	27982	济
bcc4	e5af84	23492	寄
bcc5	e5af82	23490	寂
bcc6	e8aea1	35745	计
bcc7	e8aeb0	35760	记
bcc8	e697a2	26082	既
bcc9	e5bf8c	24524	忌
bcca	e99985	38469	际
bccb	e5a693	22931	妓
bccc	e7bba7	32487	继
bccd	e7baaa	32426	纪
bcce	e59889	22025	嘉
bccf	e69eb7	26551	枷
bcd0	e5a4b9	22841	夹
bcd1	e4bdb3	20339	佳
bcd2	e5aeb6	23478	家
bcd3	e58aa0	21152	加
bcd4	e88d9a	33626	荚
bcd5	e9a28a	39050	颊
bcd6	e8b4be	36158	贾
bcd7	e794b2	30002	甲
bcd8	e992be	38078	钾
bcd9	e58187	20551	假
bcda	e7a8bc	31292	稼
bcdb	e4bbb7	20215	价
bcdc	e69eb6	26550	架
bcdd	e9a9be	39550	驾
bcde	e5ab81	23233	嫁
bcdf	e6adbc	27516	歼
bce0	e79b91	30417	监
bce1	e59d9a	22362	坚
bce2	e5b096	23574	尖
bce3	e7acba	31546	笺
bce4	e997b4	38388	间
bce5	e7858e	29006	煎
bce6	e585bc	20860	兼
bce7	e882a9	32937	肩
bce8	e889b0	33392	艰
bce9	e5a5b8	22904	奸
bcea	e7bc84	32516	缄
bceb	e88ca7	33575	茧
bcec	e6a380	26816	检
bced	e69fac	26604	柬
bcee	e7a2b1	30897	碱
bcef	e7a1b7	30839	硷
bcf0	e68ba3	25315	拣
bcf1	e68da1	25441	捡
bcf2	e7ae80	31616	简
bcf3	e4bfad	20461	俭
bcf4	e589aa	21098	剪
bcf5	e5878f	20943	减
bcf6	e88d90	33616	荐
bcf7	e6a79b	27099	槛
bcf8	e989b4	37492	鉴
bcf9	e8b7b5	36341	践
bcfa	e8b4b1	36145	贱
bcfb	e8a781	35265	见
bcfc	e994ae	38190	键
bcfd	e7aead	31661	箭
bcfe	e4bbb6	20214	件
bda1	e581a5	20581	健
bda2	e888b0	33328	舰
bda3	e58991	21073	剑
bda4	e9a5af	39279	饯
bda5	e6b890	28176	渐
bda6	e6ba85	28293	溅
bda7	e6b6a7	28071	涧
bda8	e5bbba	24314	建
bda9	e583b5	20725	僵
bdaa	e5a79c	23004	姜
bdab	e5b086	23558	将
bdac	e6b586	27974	浆
bdad	e6b19f	27743	江
bdae	e79686	30086	疆
bdaf	e8928b	33931	蒋
bdb0	e6a1a8	26728	桨
bdb1	e5a596	22870	奖
bdb2	e8aeb2	35762	讲
bdb3	e58ca0	21280	匠
bdb4	e985b1	37233	酱
bdb5	e9998d	38477	降
bdb6	e89589	34121	蕉
bdb7	e6a492	26898	椒
bdb8	e7a481	30977	礁
bdb9	e784a6	28966	焦
bdba	e883b6	33014	胶
bdbb	e4baa4	20132	交
bdbc	e9838a	37066	郊
bdbd	e6b587	27975	浇
bdbe	e9aa84	39556	骄
bdbf	e5a887	23047	娇
bdc0	e59abc	22204	嚼
bdc1	e69085	25605	搅
bdc2	e993b0	38128	铰
bdc3	e79fab	30699	矫
bdc4	e4bea5	20389	侥
bdc5	e8849a	33050	脚
bdc6	e78ba1	29409	狡
bdc7	e8a792	35282	角
bdc8	e9a5ba	39290	饺
bdc9	e7bcb4	32564	缴
bdca	e7bb9e	32478	绞
bdcb	e589bf	21119	剿
bdcc	e69599	25945	教
bdcd	e985b5	37237	酵
bdce	e8bdbf	36735	轿
bdcf	e8be83	36739	较
bdd0	e58fab	21483	叫
bdd1	e7aa96	31382	窖
bdd2	e68fad	25581	揭
bdd3	e68ea5	25509	接
bdd4	e79a86	30342	皆
bdd5	e7a7b8	31224	秸
bdd6	e8a197	34903	街
bdd7	e998b6	38454	阶
bdd8	e688aa	25130	截
bdd9	e58aab	21163	劫
bdda	e88a82	33410	节
bddb	e6a194	26708	桔
bddc	e69db0	26480	杰
bddd	e68db7	25463	捷
bdde	e79dab	30571	睫
bddf	e7abad	31469	竭
bde0	e6b481	27905	洁
bde1	e7bb93	32467	结
bde2	e8a7a3	35299	解
bde3	e5a790	22992	姐
bde4	e68892	25106	戒
bde5	e89789	34249	藉
bde6	e88aa5	33445	芥
bde7	e7958c	30028	界
bde8	e5809f	20511	借
bde9	e4bb8b	20171	介
bdea	e796a5	30117	疥
bdeb	e8afab	35819	诫
bdec	e5b18a	23626	届
bded	e5b7be	24062	巾
bdee	e7ad8b	31563	筋
bdef	e696a4	26020	斤
bdf0	e98791	37329	金
bdf1	e4bb8a	20170	今
bdf2	e6b4a5	27941	津
bdf3	e8a59f	35167	襟
bdf4	e7b4a7	32039	紧
bdf5	e994a6	38182	锦
bdf6	e4bb85	20165	仅
bdf7	e8b0a8	35880	谨
bdf8	e8bf9b	36827	进
bdf9	e99db3	38771	靳
bdfa	e6998b	26187	晋
bdfb	e7a681	31105	禁
bdfc	e8bf91	36817	近
bdfd	e783ac	28908	烬
bdfe	e6b5b8	28024	浸
bea1	e5b0bd	23613	尽
bea2	e58ab2	21170	劲
bea3	e88d86	33606	荆
bea4	e585a2	20834	兢
bea5	e88c8e	33550	茎
bea6	e79d9b	30555	睛
bea7	e699b6	26230	晶
bea8	e9b2b8	40120	鲸
bea9	e4baac	20140	京
beaa	e6838a	24778	惊
beab	e7b2be	31934	精
beac	e7b2b3	31923	粳
bead	e7bb8f	32463	经
beae	e4ba95	20117	井
beaf	e8ada6	35686	警
beb0	e699af	26223	景
beb1	e9a288	39048	颈
beb2	e99d99	38745	静
beb3	e5a283	22659	境
beb4	e695ac	25964	敬
beb5	e9959c	38236	镜
beb6	e5be84	24452	径
beb7	e79789	30153	痉
beb8	e99d96	38742	靖
beb9	e7ab9f	31455	竟
beba	e7ab9e	31454	竞
bebb	e58780	20928	净
bebc	e782af	28847	炯
bebd	e7aa98	31384	窘
bebe	e68faa	25578	揪
bebf	e7a9b6	31350	究
bec0	e7baa0	32416	纠
bec1	e78e96	29590	玖
bec2	e99fad	38893	韭
bec3	e4b985	20037	久
bec4	e781b8	28792	灸
bec5	e4b99d	20061	九
bec6	e98592	37202	酒
bec7	e58ea9	21417	厩
bec8	e69591	25937	救
bec9	e697a7	26087	旧
beca	e887bc	33276	臼
becb	e88885	33285	舅
becc	e5928e	21646	咎
becd	e5b0b1	23601	就
bece	e7969a	30106	疚
becf	e99ea0	38816	鞠
bed0	e68b98	25304	拘
bed1	e78b99	29401	狙
bed2	e796bd	30141	疽
bed3	e5b185	23621	居
bed4	e9a9b9	39545	驹
bed5	e88f8a	33738	菊
bed6	e5b180	23616	局
bed7	e59280	21632	咀
bed8	e79fa9	30697	矩
bed9	e4b8be	20030	举
beda	e6b2ae	27822	沮
bedb	e8819a	32858	聚
bedc	e68b92	25298	拒
bedd	e68dae	25454	据
bede	e5b7a8	24040	巨
bedf	e585b7	20855	具
bee0	e8b79d	36317	距
bee1	e8b89e	36382	踞
bee2	e994af	38191	锯
bee3	e4bfb1	20465	俱
bee4	e58fa5	21477	句
bee5	e683a7	24807	惧
bee6	e782ac	28844	炬
bee7	e589a7	21095	剧
bee8	e68d90	25424	捐
bee9	e9b983	40515	鹃
beea	e5a89f	23071	娟
beeb	e580a6	20518	倦
beec	e79cb7	30519	眷
beed	e58db7	21367	卷
beee	e7bba2	32482	绢
beef	e69285	25733	撅
bef0	e694ab	25899	攫
bef1	e68a89	25225	抉
bef2	e68e98	25496	掘
bef3	e58094	20500	倔
bef4	e788b5	29237	爵
bef5	e8a789	35273	觉
bef6	e586b3	20915	决
bef7	e8af80	35776	诀
bef8	e7bb9d	32477	绝
bef9	e59d87	22343	均
befa	e88f8c	33740	菌
befb	e992a7	38055	钧
befc	e5869b	20891	军
befd	e5909b	21531	君
befe	e5b3bb	23803	峻
bfa1	e4bf8a	20426	俊
bfa2	e7aba3	31459	竣
bfa3	e6b59a	27994	浚
bfa4	e983a1	37089	郡
bfa5	e9aa8f	39567	骏
bfa6	e59680	21888	喀
bfa7	e59296	21654	咖
bfa8	e58da1	21345	卡
bfa9	e592af	21679	咯
bfaa	e5bc80	24320	开
bfab	e68fa9	25577	揩
bfac	e6a5b7	26999	楷
bfad	e587af	20975	凯
bfae	e685a8	24936	慨
bfaf	e5888a	21002	刊
bfb0	e5a0aa	22570	堪
bfb1	e58b98	21208	勘
bfb2	e59d8e	22350	坎
bfb3	e7a08d	30733	砍
bfb4	e79c8b	30475	看
bfb5	e5bab7	24247	康
bfb6	e685b7	24951	慷
bfb7	e7b3a0	31968	糠
bfb8	e6899b	25179	扛
bfb9	e68a97	25239	抗
bfba	e4baa2	20130	亢
bfbb	e78295	28821	炕
bfbc	e88083	32771	考
bfbd	e68bb7	25335	拷
bfbe	e783a4	28900	烤
bfbf	e99da0	38752	靠
bfc0	e59db7	22391	坷
bfc1	e88b9b	33499	苛
bfc2	e69faf	26607	柯
bfc3	e6a3b5	26869	棵
bfc4	e7a395	30933	磕
bfc5	e9a297	39063	颗
bfc6	e7a791	31185	科
bfc7	e5a3b3	22771	壳
bfc8	e592b3	21683	咳
bfc9	e58faf	21487	可
bfca	e6b8b4	28212	渴
bfcb	e5858b	20811	克
bfcc	e588bb	21051	刻
bfcd	e5aea2	23458	客
bfce	e8afbe	35838	课
bfcf	e882af	32943	肯
bfd0	e59583	21827	啃
bfd1	e59ea6	22438	垦
bfd2	e681b3	24691	恳
bfd3	e59d91	22353	坑
bfd4	e590ad	21549	吭
bfd5	e7a9ba	31354	空
bfd6	e68190	24656	恐
bfd7	e5ad94	23380	孔
bfd8	e68ea7	25511	控
bfd9	e68aa0	25248	抠
bfda	e58fa3	21475	口
bfdb	e689a3	25187	扣
bfdc	e5af87	23495	寇
bfdd	e69eaf	26543	枯
bfde	e593ad	21741	哭
bfdf	e7aa9f	31391	窟
bfe0	e88ba6	33510	苦
bfe1	e985b7	37239	酷
bfe2	e5ba93	24211	库
bfe3	e8a3a4	35044	裤
bfe4	e5a4b8	22840	夸
bfe5	e59eae	22446	垮
bfe6	e68c8e	25358	挎
bfe7	e8b7a8	36328	跨
bfe8	e883af	33007	胯
bfe9	e59d97	22359	块
bfea	e7adb7	31607	筷
bfeb	e4bea9	20393	侩
bfec	e5bfab	24555	快
bfed	e5aebd	23485	宽
bfee	e6acbe	27454	款
bfef	e58ca1	21281	匡
bff0	e7ad90	31568	筐
bff1	e78b82	29378	狂
bff2	e6a186	26694	框
bff3	e79fbf	30719	矿
bff4	e79cb6	30518	眶
bff5	e697b7	26103	旷
bff6	e586b5	20917	况
bff7	e4ba8f	20111	亏
bff8	e79b94	30420	盔
bff9	e5b2bf	23743	岿
bffa	e7aaa5	31397	窥
bffb	e891b5	33909	葵
bffc	e5a58e	22862	奎
bffd	e9ad81	39745	魁
bffe	e58280	20608	傀
c0a1	e9a688	39304	馈
c0a2	e684a7	24871	愧
c0a3	e6ba83	28291	溃
c0a4	e59da4	22372	坤
c0a5	e69886	26118	昆
c0a6	e68d86	25414	捆
c0a7	e59bb0	22256	困
c0a8	e68bac	25324	括
c0a9	e689a9	25193	扩
c0aa	e5bb93	24275	廓
c0ab	e99894	38420	阔
c0ac	e59e83	22403	垃
c0ad	e68b89	25289	拉
c0ae	e59687	21895	喇
c0af	e89ca1	34593	蜡
c0b0	e8858a	33098	腊
c0b1	e8bea3	36771	辣
c0b2	e595a6	21862	啦
c0b3	e88eb1	33713	莱
c0b4	e69da5	26469	来
c0b5	e8b596	36182	赖
c0b6	e8939d	34013	蓝
c0b7	e5a9aa	23146	婪
c0b8	e6a08f	26639	栏
c0b9	e68ba6	25318	拦
c0ba	e7afae	31726	篮
c0bb	e99891	38417	阑
c0bc	e585b0	20848	兰
c0bd	e6be9c	28572	澜
c0be	e8b0b0	35888	谰
c0bf	e68fbd	25597	揽
c0c0	e8a788	35272	览
c0c1	e68792	25042	懒
c0c2	e7bc86	32518	缆
c0c3	e78382	28866	烂
c0c4	e6bba5	28389	滥
c0c5	e79085	29701	琅
c0c6	e6a694	27028	榔
c0c7	e78bbc	29436	狼
c0c8	e5bb8a	24266	廊
c0c9	e9838e	37070	郎
c0ca	e69c97	26391	朗
c0cb	e6b5aa	28010	浪
c0cc	e68d9e	25438	捞
c0cd	e58ab3	21171	劳
c0ce	e789a2	29282	牢
c0cf	e88081	32769	老
c0d0	e4bdac	20332	佬
c0d1	e5a7a5	23013	姥
c0d2	e985aa	37226	酪
c0d3	e78399	28889	烙
c0d4	e6b69d	28061	涝
c0d5	e58b92	21202	勒
c0d6	e4b990	20048	乐
c0d7	e99bb7	38647	雷
c0d8	e995ad	38253	镭
c0d9	e895be	34174	蕾
c0da	e7a38a	30922	磊
c0db	e7b4af	32047	累
c0dc	e584a1	20769	儡
c0dd	e59e92	22418	垒
c0de	e69382	25794	擂
c0df	e8828b	32907	肋
c0e0	e7b1bb	31867	类
c0e1	e6b3aa	27882	泪
c0e2	e6a3b1	26865	棱
c0e3	e6a59e	26974	楞
c0e4	e586b7	20919	冷
c0e5	e58e98	21400	厘
c0e6	e6a2a8	26792	梨
c0e7	e78a81	29313	犁
c0e8	e9bb8e	40654	黎
c0e9	e7afb1	31729	篱
c0ea	e78bb8	29432	狸
c0eb	e7a6bb	31163	离
c0ec	e6bc93	28435	漓
c0ed	e79086	29702	理
c0ee	e69d8e	26446	李
c0ef	e9878c	37324	里
c0f0	e9b2a4	40100	鲤
c0f1	e7a4bc	31036	礼
c0f2	e88e89	33673	莉
c0f3	e88d94	33620	荔
c0f4	e5908f	21519	吏
c0f5	e6a097	26647	栗
c0f6	e4b8bd	20029	丽
c0f7	e58e89	21385	厉
c0f8	e58ab1	21169	励
c0f9	e7a0be	30782	砾
c0fa	e58e86	21382	历
c0fb	e588a9	21033	利
c0fc	e58288	20616	傈
c0fd	e4be8b	20363	例
c0fe	e4bf90	20432	俐
c1a1	e797a2	30178	痢
c1a2	e7ab8b	31435	立
c1a3	e7b292	31890	粒
c1a4	e6b2a5	27813	沥
c1a5	e99ab6	38582	隶
c1a6	e58a9b	21147	力
c1a7	e79283	29827	璃
c1a8	e593a9	21737	哩
c1a9	e4bfa9	20457	俩
c1aa	e88194	32852	联
c1ab	e88eb2	33714	莲
c1ac	e8bf9e	36830	连
c1ad	e995b0	38256	镰
c1ae	e5bb89	24265	廉
c1af	e6809c	24604	怜
c1b0	e6b69f	28063	涟
c1b1	e5b898	24088	帘
c1b2	e6959b	25947	敛
c1b3	e884b8	33080	脸
c1b4	e993be	38142	链
c1b5	e6818b	24651	恋
c1b6	e782bc	28860	炼
c1b7	e7bb83	32451	练
c1b8	e7b2ae	31918	粮
c1b9	e58789	20937	凉
c1ba	e6a281	26753	梁
c1bb	e7b2b1	31921	粱
c1bc	e889af	33391	良
c1bd	e4b8a4	20004	两
c1be	e8be86	36742	辆
c1bf	e9878f	37327	量
c1c0	e699be	26238	晾
c1c1	e4baae	20142	亮
c1c2	e8b085	35845	谅
c1c3	e692a9	25769	撩
c1c4	e8818a	32842	聊
c1c5	e5839a	20698	僚
c1c6	e79697	30103	疗
c1c7	e7878e	29134	燎
c1c8	e5afa5	23525	寥
c1c9	e8bebd	36797	辽
c1ca	e6bda6	28518	潦
c1cb	e4ba86	20102	了
c1cc	e69282	25730	撂
c1cd	e995a3	38243	镣
c1ce	e5bb96	24278	廖
c1cf	e69699	26009	料
c1d0	e58897	21015	列
c1d1	e8a382	35010	裂
c1d2	e78388	28872	烈
c1d3	e58aa3	21155	劣
c1d4	e78c8e	29454	猎
c1d5	e790b3	29747	琳
c1d6	e69e97	26519	林
c1d7	e7a3b7	30967	磷
c1d8	e99c96	38678	霖
c1d9	e4b8b4	20020	临
c1da	e982bb	37051	邻
c1db	e9b39e	40158	鳞
c1dc	e6b78b	28107	淋
c1dd	e5879b	20955	凛
c1de	e8b581	36161	赁
c1df	e5909d	21533	吝
c1e0	e68b8e	25294	拎
c1e1	e78eb2	29618	玲
c1e2	e88fb1	33777	菱
c1e3	e99bb6	38646	零
c1e4	e9be84	40836	龄
c1e5	e99383	38083	铃
c1e6	e4bcb6	20278	伶
c1e7	e7be9a	32666	羚
c1e8	e5878c	20940	凌
c1e9	e781b5	28789	灵
c1ea	e999b5	38517	陵
c1eb	e5b2ad	23725	岭
c1ec	e9a286	39046	领
c1ed	e58fa6	21478	另
c1ee	e4bba4	20196	令
c1ef	e6ba9c	28316	溜
c1f0	e79089	29705	琉
c1f1	e6a6b4	27060	榴
c1f2	e7a1ab	30827	硫
c1f3	e9a68f	39311	馏
c1f4	e79599	30041	留
c1f5	e58898	21016	刘
c1f6	e798a4	30244	瘤
c1f7	e6b581	27969	流
c1f8	e69fb3	26611	柳
c1f9	e585ad	20845	六
c1fa	e9be99	40857	龙
c1fb	e8818b	32843	聋
c1fc	e59299	21657	咙
c1fd	e7acbc	31548	笼
c1fe	e7aabf	31423	窿
c2a1	e99a86	38534	隆
c2a2	e59e84	22404	垄
c2a3	e68ba2	25314	拢
c2a4	e99987	38471	陇
c2a5	e6a5bc	27004	楼
c2a6	e5a884	23044	娄
c2a7	e69082	25602	搂
c2a8	e7af93	31699	篓
c2a9	e6bc8f	28431	漏
c2aa	e9998b	38475	陋
c2ab	e88aa6	33446	芦
c2ac	e58da2	21346	卢
c2ad	e9a285	39045	颅
c2ae	e5ba90	24208	庐
c2af	e78289	28809	炉
c2b0	e68eb3	25523	掳
c2b1	e58da4	21348	卤
c2b2	e8998f	34383	虏
c2b3	e9b281	40065	鲁
c2b4	e9ba93	40595	麓
c2b5	e7a28c	30860	碌
c2b6	e99cb2	38706	露
c2b7	e8b7af	36335	路
c2b8	e8b582	36162	赂
c2b9	e9b9bf	40575	鹿
c2ba	e6bd9e	28510	潞
c2bb	e7a684	31108	禄
c2bc	e5bd95	24405	录
c2bd	e99986	38470	陆
c2be	e688ae	25134	戮
c2bf	e9a9b4	39540	驴
c2c0	e59095	21525	吕
c2c1	e9939d	38109	铝
c2c2	e4bea3	20387	侣
c2c3	e69785	26053	旅
c2c4	e5b1a5	23653	履
c2c5	e5b1a1	23649	屡
c2c6	e7bc95	32533	缕
c2c7	e89991	34385	虑
c2c8	e6b0af	27695	氯
c2c9	e5be8b	24459	律
c2ca	e78e87	29575	率
c2cb	e6bba4	28388	滤
c2cc	e7bbbf	32511	绿
c2cd	e5b3a6	23782	峦
c2ce	e68c9b	25371	挛
c2cf	e5adaa	23402	孪
c2d0	e6bba6	28390	滦
c2d1	e58db5	21365	卵
c2d2	e4b9b1	20081	乱
c2d3	e68ea0	25504	掠
c2d4	e795a5	30053	略
c2d5	e68aa1	25249	抡
c2d6	e8bdae	36718	轮
c2d7	e4bca6	20262	伦
c2d8	e4bb91	20177	仑
c2d9	e6b2a6	27814	沦
c2da	e7bab6	32438	纶
c2db	e8aeba	35770	论
c2dc	e8909d	33821	萝
c2dd	e89eba	34746	螺
c2de	e7bd97	32599	罗
c2df	e980bb	36923	逻
c2e0	e994a3	38179	锣
c2e1	e7aea9	31657	箩
c2e2	e9aaa1	39585	骡
c2e3	e8a3b8	35064	裸
c2e4	e890bd	33853	落
c2e5	e6b49b	27931	洛
c2e6	e9aa86	39558	骆
c2e7	e7bb9c	32476	络
c2e8	e5a688	22920	妈
c2e9	e9babb	40635	麻
c2ea	e78e9b	29595	玛
c2eb	e7a081	30721	码
c2ec	e89a82	34434	蚂
c2ed	e9a9ac	39532	马
c2ee	e9aa82	39554	骂
c2ef	e5989b	22043	嘛
c2f0	e59097	21527	吗
c2f1	e59f8b	22475	埋
c2f2	e4b9b0	20080	买
c2f3	e9baa6	40614	麦
c2f4	e58d96	21334	卖
c2f5	e8bf88	36808	迈
c2f6	e88489	33033	脉
c2f7	e79e92	30610	瞒
c2f8	e9a692	39314	馒
c2f9	e89bae	34542	蛮
c2fa	e6bba1	28385	满
c2fb	e89493	34067	蔓
c2fc	e69bbc	26364	曼
c2fd	e685a2	24930	慢
c2fe	e6bcab	28459	漫
c3a1	e8b0a9	35881	谩
c3a2	e88a92	33426	芒
c3a3	e88cab	33579	茫
c3a4	e79bb2	30450	盲
c3a5	e6b093	27667	氓
c3a6	e5bf99	24537	忙
c3a7	e88ebd	33725	莽
c3a8	e78cab	29483	猫
c3a9	e88c85	33541	茅
c3aa	e9949a	38170	锚
c3ab	e6af9b	27611	毛
c3ac	e79f9b	30683	矛
c3ad	e99386	38086	铆
c3ae	e58daf	21359	卯
c3af	e88c82	33538	茂
c3b0	e58692	20882	冒
c3b1	e5b8bd	24125	帽
c3b2	e8b28c	35980	貌
c3b3	e8b4b8	36152	贸
c3b4	e4b988	20040	么
c3b5	e78eab	29611	玫
c3b6	e69e9a	26522	枚
c3b7	e6a285	26757	梅
c3b8	e985b6	37238	酶
c3b9	e99c89	38665	霉
c3ba	e785a4	29028	煤
c3bb	e6b2a1	27809	没
c3bc	e79c89	30473	眉
c3bd	e5aa92	23186	媒
c3be	e99581	38209	镁
c3bf	e6af8f	27599	每
c3c0	e7be8e	32654	美
c3c1	e698a7	26151	昧
c3c2	e5af90	23504	寐
c3c3	e5a6b9	22969	妹
c3c4	e5aa9a	23194	媚
c3c5	e997a8	38376	门
c3c6	e997b7	38391	闷
c3c7	e4bbac	20204	们
c3c8	e8908c	33804	萌
c3c9	e89299	33945	蒙
c3ca	e6aaac	27308	檬
c3cb	e79b9f	30431	盟
c3cc	e994b0	38192	锰
c3cd	e78c9b	29467	猛
c3ce	e6a2a6	26790	梦
c3cf	e5ad9f	23391	孟
c3d0	e79caf	30511	眯
c3d1	e9869a	37274	醚
c3d2	e99da1	38753	靡
c3d3	e7b39c	31964	糜
c3d4	e8bfb7	36855	迷
c3d5	e8b09c	35868	谜
c3d6	e5bca5	24357	弥
c3d7	e7b1b3	31859	米
c3d8	e7a798	31192	秘
c3d9	e8a785	35269	觅
c3da	e6b38c	27852	泌
c3db	e89c9c	34588	蜜
c3dc	e5af86	23494	密
c3dd	e5b982	24130	幂
c3de	e6a389	26825	棉
c3df	e79ca0	30496	眠
c3e0	e7bbb5	32501	绵
c3e1	e58695	20885	冕
c3e2	e5858d	20813	免
c3e3	e58b89	21193	勉
c3e4	e5a8a9	23081	娩
c3e5	e7bc85	32517	缅
c3e6	e99da2	38754	面
c3e7	e88b97	33495	苗
c3e8	e68f8f	25551	描
c3e9	e79e84	30596	瞄
c3ea	e89790	34256	藐
c3eb	e7a792	31186	秒
c3ec	e6b8ba	28218	渺
c3ed	e5ba99	24217	庙
c3ee	e5a699	22937	妙
c3ef	e89491	34065	蔑
c3f0	e781ad	28781	灭
c3f1	e6b091	27665	民
c3f2	e68abf	25279	抿
c3f3	e79abf	30399	皿
c3f4	e6958f	25935	敏
c3f5	e682af	24751	悯
c3f6	e997bd	38397	闽
c3f7	e6988e	26126	明
c3f8	e89e9f	34719	螟
c3f9	e9b8a3	40483	鸣
c3fa	e993ad	38125	铭
c3fb	e5908d	21517	名
c3fc	e591bd	21629	命
c3fd	e8b0ac	35884	谬
c3fe	e691b8	25720	摸
c4a1	e691b9	25721	摹
c4a2	e89891	34321	蘑
