GB2312	UTF8	UNICODE	charset 
dfef	e594a2	21794	唢
dff0	e594a3	21795	唣
dff1	e5948f	21775	唏
dff2	e59491	21777	唑
dff3	e594a7	21799	唧
dff4	e594aa	21802	唪
dff5	e595a7	21863	啧
dff6	e5968f	21903	喏
dff7	e596b5	21941	喵
dff8	e59589	21833	啉
dff9	e595ad	21869	啭
dffa	e59581	21825	啁
dffb	e59595	21845	啕
dffc	e594bf	21823	唿
dffd	e59590	21840	啐
dffe	e594bc	21820	唼
e0a1	e594b7	21815	唷
e0a2	e59596	21846	啖
e0a3	e595b5	21877	啵
e0a4	e595b6	21878	啶
e0a5	e595b7	21879	啷
e0a6	e594b3	21811	唳
e0a7	e594b0	21808	唰
e0a8	e5959c	21852	啜
e0a9	e5968b	21899	喋
e0aa	e59792	21970	嗒
e0ab	e59683	21891	喃
e0ac	e596b1	21937	喱
e0ad	e596b9	21945	喹
e0ae	e59688	21896	喈
e0af	e59681	21889	喁
e0b0	e5969f	21919	喟
e0b1	e595be	21886	啾
e0b2	e59796	21974	嗖
e0b3	e59691	21905	喑
e0b4	e595bb	21883	啻
e0b5	e5979f	21983	嗟
e0b6	e596bd	21949	喽
e0b7	e596be	21950	喾
e0b8	e59694	21908	喔
e0b9	e59699	21913	喙
e0ba	e597aa	21994	嗪
e0bb	e597b7	22007	嗷
e0bc	e59789	21961	嗉
e0bd	e5989f	22047	嘟
e0be	e59791	21969	嗑
e0bf	e597ab	21995	嗫
e0c0	e597ac	21996	嗬
e0c1	e59794	21972	嗔
e0c2	e597a6	21990	嗦
e0c3	e5979d	21981	嗝
e0c4	e59784	21956	嗄
e0c5	e597af	21999	嗯
e0c6	e597a5	21989	嗥
e0c7	e597b2	22002	嗲
e0c8	e597b3	22003	嗳
e0c9	e5978c	21964	嗌
e0ca	e5978d	21965	嗍
e0cb	e597a8	21992	嗨
e0cc	e597b5	22005	嗵
e0cd	e597a4	21988	嗤
e0ce	e8be94	36756	辔
e0cf	e5989e	22046	嘞
e0d0	e59888	22024	嘈
e0d1	e5988c	22028	嘌
e0d2	e59881	22017	嘁
e0d3	e598a4	22052	嘤
e0d4	e598a3	22051	嘣
e0d5	e597be	22014	嗾
e0d6	e59880	22016	嘀
e0d7	e598a7	22055	嘧
e0d8	e598ad	22061	嘭
e0d9	e59998	22104	噘
e0da	e598b9	22073	嘹
e0db	e59997	22103	噗
e0dc	e598ac	22060	嘬
e0dd	e5998d	22093	噍
e0de	e599a2	22114	噢
e0df	e59999	22105	噙
e0e0	e5999c	22108	噜
e0e1	e5998c	22092	噌
e0e2	e59994	22100	噔
e0e3	e59a86	22150	嚆
e0e4	e599a4	22116	噤
e0e5	e599b1	22129	噱
e0e6	e599ab	22123	噫
e0e7	e599bb	22139	噻
e0e8	e599bc	22140	噼
e0e9	e59a85	22149	嚅
e0ea	e59a93	22163	嚓
e0eb	e59aaf	22191	嚯
e0ec	e59b94	22228	囔
e0ed	e59b97	22231	囗
e0ee	e59b9d	22237	囝
e0ef	e59ba1	22241	囡
e0f0	e59bb5	22261	囵
e0f1	e59bab	22251	囫
e0f2	e59bb9	22265	囹
e0f3	e59bbf	22271	囿
e0f4	e59c84	22276	圄
e0f5	e59c8a	22282	圊
e0f6	e59c89	22281	圉
e0f7	e59c9c	22300	圜
e0f8	e5b88f	24079	帏
e0f9	e5b899	24089	帙
e0fa	e5b894	24084	帔
e0fb	e5b891	24081	帑
e0fc	e5b8b1	24113	帱
e0fd	e5b8bb	24123	帻
e0fe	e5b8bc	24124	帼
e1a1	e5b8b7	24119	帷
e1a2	e5b984	24132	幄
e1a3	e5b994	24148	幔
e1a4	e5b99b	24155	幛
e1a5	e5b99e	24158	幞
e1a6	e5b9a1	24161	幡
e1a7	e5b28c	23692	岌
e1a8	e5b1ba	23674	屺
e1a9	e5b28d	23693	岍
e1aa	e5b290	23696	岐
e1ab	e5b296	23702	岖
e1ac	e5b288	23688	岈
e1ad	e5b298	23704	岘
e1ae	e5b299	23705	岙
e1af	e5b291	23697	岑
e1b0	e5b29a	23706	岚
e1b1	e5b29c	23708	岜
e1b2	e5b2b5	23733	岵
e1b3	e5b2a2	23714	岢
e1b4	e5b2bd	23741	岽
e1b5	e5b2ac	23724	岬
e1b6	e5b2ab	23723	岫
e1b7	e5b2b1	23729	岱
e1b8	e5b2a3	23715	岣
e1b9	e5b381	23745	峁
e1ba	e5b2b7	23735	岷
e1bb	e5b384	23748	峄
e1bc	e5b392	23762	峒
e1bd	e5b3a4	23780	峤
e1be	e5b38b	23755	峋
e1bf	e5b3a5	23781	峥
e1c0	e5b482	23810	崂
e1c1	e5b483	23811	崃
e1c2	e5b4a7	23847	崧
e1c3	e5b4a6	23846	崦
e1c4	e5b4ae	23854	崮
e1c5	e5b4a4	23844	崤
e1c6	e5b49e	23838	崞
e1c7	e5b486	23814	崆
e1c8	e5b49b	23835	崛
e1c9	e5b598	23896	嵘
e1ca	e5b4be	23870	崾
e1cb	e5b4b4	23860	崴
e1cc	e5b4bd	23869	崽
e1cd	e5b5ac	23916	嵬
e1ce	e5b59b	23899	嵛
e1cf	e5b5af	23919	嵯
e1d0	e5b59d	23901	嵝
e1d1	e5b5ab	23915	嵫
e1d2	e5b58b	23883	嵋
e1d3	e5b58a	23882	嵊
e1d4	e5b5a9	23913	嵩
e1d5	e5b5b4	23924	嵴
e1d6	e5b682	23938	嶂
e1d7	e5b699	23961	嶙
e1d8	e5b69d	23965	嶝
e1d9	e8b1b3	35955	豳
e1da	e5b6b7	23991	嶷
e1db	e5b785	24005	巅
e1dc	e5bdb3	24435	彳
e1dd	e5bdb7	24439	彷
e1de	e5be82	24450	徂
e1df	e5be87	24455	徇
e1e0	e5be89	24457	徉
e1e1	e5be8c	24460	後
e1e2	e5be95	24469	徕
e1e3	e5be99	24473	徙
e1e4	e5be9c	24476	徜
e1e5	e5bea8	24488	徨
e1e6	e5bead	24493	徭
e1e7	e5beb5	24501	徵
e1e8	e5bebc	24508	徼
e1e9	e8a1a2	34914	衢
e1ea	e5bda1	24417	彡
e1eb	e78aad	29357	犭
e1ec	e78ab0	29360	犰
e1ed	e78ab4	29364	犴
e1ee	e78ab7	29367	犷
e1ef	e78ab8	29368	犸
e1f0	e78b83	29379	狃
e1f1	e78b81	29377	狁
e1f2	e78b8e	29390	狎
e1f3	e78b8d	29389	狍
e1f4	e78b92	29394	狒
e1f5	e78ba8	29416	狨
e1f6	e78baf	29423	狯
e1f7	e78ba9	29417	狩
e1f8	e78bb2	29426	狲
e1f9	e78bb4	29428	狴
e1fa	e78bb7	29431	狷
e1fb	e78c81	29441	猁
e1fc	e78bb3	29427	狳
e1fd	e78c83	29443	猃
e1fe	e78bba	29434	狺
e2a1	e78bbb	29435	狻
e2a2	e78c97	29463	猗
e2a3	e78c93	29459	猓
e2a4	e78ca1	29473	猡
e2a5	e78c8a	29450	猊
e2a6	e78c9e	29470	猞
e2a7	e78c9d	29469	猝
e2a8	e78c95	29461	猕
e2a9	e78ca2	29474	猢
e2aa	e78cb9	29497	猹
e2ab	e78ca5	29477	猥
e2ac	e78cac	29484	猬
e2ad	e78cb8	29496	猸
e2ae	e78cb1	29489	猱
e2af	e78d90	29520	獐
e2b0	e78d8d	29517	獍
e2b1	e78d97	29527	獗
e2b2	e78da0	29536	獠
e2b3	e78dac	29548	獬
e2b4	e78daf	29551	獯
e2b5	e78dbe	29566	獾
e2b6	e8889b	33307	舛
e2b7	e5a4a5	22821	夥
e2b8	e9a3a7	39143	飧
e2b9	e5a4a4	22820	夤
e2ba	e5a482	22786	夂
e2bb	e9a5a3	39267	饣
e2bc	e9a5a7	39271	饧
e2bd	e9a5a8	39272	饨
e2be	e9a5a9	39273	饩
e2bf	e9a5aa	39274	饪
e2c0	e9a5ab	39275	饫
e2c1	e9a5ac	39276	饬
e2c2	e9a5b4	39284	饴
e2c3	e9a5b7	39287	饷
e2c4	e9a5bd	39293	饽
e2c5	e9a680	39296	馀
e2c6	e9a684	39300	馄
e2c7	e9a687	39303	馇
e2c8	e9a68a	39306	馊
e2c9	e9a68d	39309	馍
e2ca	e9a690	39312	馐
e2cb	e9a691	39313	馑
e2cc	e9a693	39315	馓
e2cd	e9a694	39316	馔
e2ce	e9a695	39317	馕
e2cf	e5ba80	24192	庀
e2d0	e5ba91	24209	庑
e2d1	e5ba8b	24203	庋
e2d2	e5ba96	24214	庖
e2d3	e5baa5	24229	庥
e2d4	e5baa0	24224	庠
e2d5	e5bab9	24249	庹
e2d6	e5bab5	24245	庵
e2d7	e5babe	24254	庾
e2d8	e5bab3	24243	庳
e2d9	e8b593	36179	赓
e2da	e5bb92	24274	廒
e2db	e5bb91	24273	廑
e2dc	e5bb9b	24283	廛
e2dd	e5bba8	24296	廨
e2de	e5bbaa	24298	廪
e2df	e886ba	33210	膺
e2e0	e5bf84	24516	忄
e2e1	e5bf89	24521	忉
e2e2	e5bf96	24534	忖
e2e3	e5bf8f	24527	忏
e2e4	e68083	24579	怃
e2e5	e5bfae	24558	忮
e2e6	e68084	24580	怄
e2e7	e5bfa1	24545	忡
e2e8	e5bfa4	24548	忤
e2e9	e5bfbe	24574	忾
e2ea	e68085	24581	怅
e2eb	e68086	24582	怆
e2ec	e5bfaa	24554	忪
e2ed	e5bfad	24557	忭
e2ee	e5bfb8	24568	忸
e2ef	e68099	24601	怙
e2f0	e680b5	24629	怵
e2f1	e680a6	24614	怦
e2f2	e6809b	24603	怛
e2f3	e6808f	24591	怏
e2f4	e6808d	24589	怍
e2f5	e680a9	24617	怩
e2f6	e680ab	24619	怫
e2f7	e6808a	24586	怊
e2f8	e680bf	24639	怿
e2f9	e680a1	24609	怡
e2fa	e681b8	24696	恸
e2fb	e681b9	24697	恹
e2fc	e681bb	24699	恻
e2fd	e681ba	24698	恺
e2fe	e68182	24642	恂
e3a1	e681aa	24682	恪
e3a2	e681bd	24701	恽
e3a3	e68296	24726	悖
e3a4	e6829a	24730	悚
e3a5	e682ad	24749	悭
e3a6	e6829d	24733	悝
e3a7	e68283	24707	悃
e3a8	e68292	24722	悒
e3a9	e6828c	24716	悌
e3aa	e6829b	24731	悛
e3ab	e683ac	24812	惬
e3ac	e682bb	24763	悻
e3ad	e682b1	24753	悱
e3ae	e6839d	24797	惝
e3af	e68398	24792	惘
e3b0	e68386	24774	惆
e3b1	e6839a	24794	惚
e3b2	e682b4	24756	悴
e3b3	e684a0	24864	愠
e3b4	e684a6	24870	愦
e3b5	e68495	24853	愕
e3b6	e684a3	24867	愣
e3b7	e683b4	24820	惴
e3b8	e68480	24832	愀
e3b9	e6848e	24846	愎
e3ba	e684ab	24875	愫
e3bb	e6858a	24906	慊
e3bc	e685b5	24949	慵
e3bd	e686ac	25004	憬
e3be	e68694	24980	憔
e3bf	e686a7	24999	憧
e3c0	e686b7	25015	憷
e3c1	e68794	25044	懔
e3c2	e687b5	25077	懵
e3c3	e5bf9d	24541	忝
e3c4	e99ab3	38579	隳
e3c5	e997a9	38377	闩
e3c6	e997ab	38379	闫
e3c7	e997b1	38385	闱
e3c8	e997b3	38387	闳
e3c9	e997b5	38389	闵
e3ca	e997b6	38390	闶
e3cb	e997bc	38396	闼
e3cc	e997be	38398	闾
e3cd	e99883	38403	阃
e3ce	e99884	38404	阄
e3cf	e99886	38406	阆
e3d0	e99888	38408	阈
e3d1	e9988a	38410	阊
e3d2	e9988b	38411	阋
e3d3	e9988c	38412	阌
e3d4	e9988d	38413	阍
e3d5	e9988f	38415	阏
e3d6	e99892	38418	阒
e3d7	e99895	38421	阕
e3d8	e99896	38422	阖
e3d9	e99897	38423	阗
e3da	e99899	38425	阙
e3db	e9989a	38426	阚
e3dc	e4b8ac	20012	丬
e3dd	e788bf	29247	爿
e3de	e68895	25109	戕
e3df	e6b0b5	27701	氵
e3e0	e6b194	27732	汔
e3e1	e6b19c	27740	汜
e3e2	e6b18a	27722	汊
e3e3	e6b2a3	27811	沣
e3e4	e6b285	27781	沅
e3e5	e6b290	27792	沐
e3e6	e6b294	27796	沔
e3e7	e6b28c	27788	沌
e3e8	e6b1a8	27752	汨
e3e9	e6b1a9	27753	汩
e3ea	e6b1b4	27764	汴
e3eb	e6b1b6	27766	汶
e3ec	e6b286	27782	沆
e3ed	e6b2a9	27817	沩
e3ee	e6b390	27856	泐
e3ef	e6b394	27860	泔
e3f0	e6b2ad	27821	沭
e3f1	e6b3b7	27895	泷
e3f2	e6b3b8	27896	泸
e3f3	e6b3b1	27889	泱
e3f4	e6b397	27863	泗
e3f5	e6b2b2	27826	沲
e3f6	e6b3a0	27872	泠
e3f7	e6b396	27862	泖
e3f8	e6b3ba	27898	泺
e3f9	e6b3ab	27883	泫
e3fa	e6b3ae	27886	泮
e3fb	e6b2b1	27825	沱
e3fc	e6b393	27859	泓
e3fd	e6b3af	27887	泯
e3fe	e6b3be	27902	泾
e4a1	e6b4b9	27961	洹
e4a2	e6b4a7	27943	洧
e4a3	e6b48c	27916	洌
e4a4	e6b583	27971	浃
e4a5	e6b588	27976	浈
e4a6	e6b487	27911	洇
e4a7	e6b484	27908	洄
e4a8	e6b499	27929	洙
e4a9	e6b48e	27918	洎
e4aa	e6b4ab	27947	洫
e4ab	e6b58d	27981	浍
e4ac	e6b4ae	27950	洮
e4ad	e6b4b5	27957	洵
e4ae	e6b49a	27930	洚
e4af	e6b58f	27983	浏
e4b0	e6b592	27986	浒
e4b1	e6b594	27988	浔
e4b2	e6b4b3	27955	洳
e4b3	e6b691	28049	涑
e4b4	e6b5af	28015	浯
e4b5	e6b69e	28062	涞
e4b6	e6b6a0	28064	涠
e4b7	e6b59e	27998	浞
e4b8	e6b693	28051	涓
e4b9	e6b694	28052	涔
e4ba	e6b59c	27996	浜
e4bb	e6b5a0	28000	浠
e4bc	e6b5bc	28028	浼
e4bd	e6b5a3	28003	浣
e4be	e6b89a	28186	渚
e4bf	e6b787	28103	淇
e4c0	e6b785	28101	淅
e4c1	e6b79e	28126	淞
e4c2	e6b88e	28174	渎
e4c3	e6b6bf	28095	涿
e4c4	e6b7a0	28128	淠
e4c5	e6b891	28177	渑
e4c6	e6b7a6	28134	淦
e4c7	e6b79d	28125	淝
e4c8	e6b799	28121	淙
e4c9	e6b896	28182	渖
e4ca	e6b6ab	28075	涫
e4cb	e6b88c	28172	渌
e4cc	e6b6ae	28078	涮
e4cd	e6b8ab	28203	渫
e4ce	e6b9ae	28270	湮
e4cf	e6b98e	28238	湎
e4d0	e6b9ab	28267	湫
e4d1	e6bab2	28338	溲
e4d2	e6b99f	28255	湟
e4d3	e6ba86	28294	溆
e4d4	e6b993	28243	湓
e4d5	e6b994	28244	湔
e4d6	e6b8b2	28210	渲
e4d7	e6b8a5	28197	渥
e4d8	e6b984	28228	湄
e4d9	e6bb9f	28383	滟
e4da	e6bab1	28337	溱
e4db	e6ba98	28312	溘
e4dc	e6bba0	28384	滠
e4dd	e6bcad	28461	漭
e4de	e6bba2	28386	滢
e4df	e6baa5	28325	溥
e4e0	e6baa7	28327	溧
e4e1	e6babd	28349	溽
e4e2	e6babb	28347	溻
e4e3	e6bab7	28343	溷
e4e4	e6bb97	28375	滗
e4e5	e6bab4	28340	溴
e4e6	e6bb8f	28367	滏
e4e7	e6ba8f	28303	溏
e4e8	e6bb82	28354	滂
e4e9	e6ba9f	28319	溟
e4ea	e6bda2	28514	潢
e4eb	e6bd86	28486	潆
e4ec	e6bd87	28487	潇
e4ed	e6bca4	28452	漤
e4ee	e6bc95	28437	漕
e4ef	e6bbb9	28409	滹
e4f0	e6bcaf	28463	漯
e4f1	e6bcb6	28470	漶
e4f2	e6bd8b	28491	潋
e4f3	e6bdb4	28532	潴
e4f4	e6bcaa	28458	漪
e4f5	e6bc89	28425	漉
e4f6	e6bca9	28457	漩
e4f7	e6be89	28553	澉
e4f8	e6be8d	28557	澍
e4f9	e6be8c	28556	澌
e4fa	e6bdb8	28536	潸
e4fb	e6bdb2	28530	潲
e4fc	e6bdbc	28540	潼
e4fd	e6bdba	28538	潺
e4fe	e6bf91	28625	濑
e5a1	e6bf89	28617	濉
e5a2	e6bea7	28583	澧
e5a3	e6beb9	28601	澹
e5a4	e6beb6	28598	澶
e5a5	e6bf82	28610	濂
e5a6	e6bfa1	28641	濡
e5a7	e6bfae	28654	濮
e5a8	e6bf9e	28638	濞
e5a9	e6bfa0	28640	濠
e5aa	e6bfaf	28655	濯
e5ab	e7809a	28698	瀚
e5ac	e780a3	28707	瀣
e5ad	e7809b	28699	瀛
e5ae	e780b9	28729	瀹
e5af	e780b5	28725	瀵
e5b0	e7818f	28751	灏
e5b1	e7819e	28766	灞
e5b2	e5ae80	23424	宀
e5b3	e5ae84	23428	宄
e5b4	e5ae95	23445	宕
e5b5	e5ae93	23443	宓
e5b6	e5aea5	23461	宥
e5b7	e5aeb8	23480	宸
e5b8	e794af	29999	甯
e5b9	e9aa9e	39582	骞
e5ba	e690b4	25652	搴
e5bb	e5afa4	23524	寤
e5bc	e5afae	23534	寮
e5bd	e8a4b0	35120	褰
e5be	e5afb0	23536	寰
e5bf	e8b987	36423	蹇
e5c0	e8ac87	35591	謇
e5c1	e8beb6	36790	辶
e5c2	e8bf93	36819	迓
e5c3	e8bf95	36821	迕
e5c4	e8bfa5	36837	迥
e5c5	e8bfae	36846	迮
e5c6	e8bfa4	36836	迤
e5c7	e8bfa9	36841	迩
e5c8	e8bfa6	36838	迦
e5c9	e8bfb3	36851	迳
e5ca	e8bfa8	36840	迨
e5cb	e98085	36869	逅
e5cc	e98084	36868	逄
e5cd	e9808b	36875	逋
e5ce	e980a6	36902	逦
e5cf	e98091	36881	逑
e5d0	e9808d	36877	逍
e5d1	e98096	36886	逖
e5d2	e980a1	36897	逡
e5d3	e980b5	36917	逵
e5d4	e980b6	36918	逶
e5d5	e980ad	36909	逭
e5d6	e980af	36911	逯
e5d7	e98184	36932	遄
e5d8	e98191	36945	遑
e5d9	e98192	36946	遒
e5da	e98190	36944	遐
e5db	e981a8	36968	遨
e5dc	e98198	36952	遘
e5dd	e981a2	36962	遢
e5de	e9819b	36955	遛
e5df	e69ab9	26297	暹
e5e0	e981b4	36980	遴
e5e1	e981bd	36989	遽
e5e2	e98282	36994	邂
e5e3	e98288	37000	邈
e5e4	e98283	36995	邃
e5e5	e9828b	37003	邋
e5e6	e5bd90	24400	彐
e5e7	e5bd97	24407	彗
e5e8	e5bd96	24406	彖
e5e9	e5bd98	24408	彘
e5ea	e5b0bb	23611	尻
e5eb	e592ab	21675	咫
e5ec	e5b190	23632	屐
e5ed	e5b199	23641	屙
e5ee	e5adb1	23409	孱
e5ef	e5b1a3	23651	屣
e5f0	e5b1a6	23654	屦
e5f1	e7bebc	32700	羼
e5f2	e5bcaa	24362	弪
e5f3	e5bca9	24361	弩
e5f4	e5bcad	24365	弭
e5f5	e889b4	33396	艴
e5f6	e5bcbc	24380	弼
e5f7	e9acbb	39739	鬻
e5f8	e5b1ae	23662	屮
e5f9	e5a681	22913	妁
e5fa	e5a683	22915	妃
e5fb	e5a68d	22925	妍
e5fc	e5a6a9	22953	妩
e5fd	e5a6aa	22954	妪
e5fe	e5a6a3	22947	妣
e6a1	e5a697	22935	妗
e6a2	e5a78a	22986	姊
e6a3	e5a6ab	22955	妫
e6a4	e5a69e	22942	妞
e6a5	e5a6a4	22948	妤
e6a6	e5a792	22994	姒
e6a7	e5a6b2	22962	妲
e6a8	e5a6af	22959	妯
e6a9	e5a797	22999	姗
e6aa	e5a6be	22974	妾
e6ab	e5a885	23045	娅
e6ac	e5a886	23046	娆
e6ad	e5a79d	23005	姝
e6ae	e5a888	23048	娈
e6af	e5a7a3	23011	姣
e6b0	e5a798	23000	姘
e6b1	e5a7b9	23033	姹
e6b2	e5a88c	23052	娌
e6b3	e5a889	23049	娉
e6b4	e5a8b2	23090	娲
e6b5	e5a8b4	23092	娴
e6b6	e5a891	23057	娑
e6b7	e5a8a3	23075	娣
e6b8	e5a893	23059	娓
e6b9	e5a980	23104	婀
e6ba	e5a9a7	23143	婧
e6bb	e5a98a	23114	婊
e6bc	e5a995	23125	婕
e6bd	e5a8bc	23100	娼
e6be	e5a9a2	23138	婢
e6bf	e5a9b5	23157	婵
e6c0	e883ac	33004	胬
e6c1	e5aaaa	23210	媪
e6c2	e5aa9b	23195	媛
e6c3	e5a9b7	23159	婷
e6c4	e5a9ba	23162	婺
e6c5	e5aabe	23230	媾
e6c6	e5abab	23275	嫫
e6c7	e5aab2	23218	媲
e6c8	e5ab92	23250	嫒
e6c9	e5ab94	23252	嫔
e6ca	e5aab8	23224	媸
e6cb	e5aba0	23264	嫠
e6cc	e5aba3	23267	嫣
e6cd	e5abb1	23281	嫱
e6ce	e5ab96	23254	嫖
e6cf	e5aba6	23270	嫦
e6d0	e5ab98	23256	嫘
e6d1	e5ab9c	23260	嫜
e6d2	e5ac89	23305	嬉
e6d3	e5ac97	23319	嬗
e6d4	e5ac96	23318	嬖
e6d5	e5acb2	23346	嬲
e6d6	e5acb7	23351	嬷
e6d7	e5ad80	23360	孀
e6d8	e5b095	23573	尕
e6d9	e5b09c	23580	尜
e6da	e5ad9a	23386	孚
e6db	e5ada5	23397	孥
e6dc	e5adb3	23411	孳
e6dd	e5ad91	23377	孑
e6de	e5ad93	23379	孓
e6df	e5ada2	23394	孢
e6e0	e9a9b5	39541	驵
e6e1	e9a9b7	39543	驷
e6e2	e9a9b8	39544	驸
e6e3	e9a9ba	39546	驺
e6e4	e9a9bf	39551	驿
e6e5	e9a9bd	39549	驽
e6e6	e9aa80	39552	骀
e6e7	e9aa81	39553	骁
e6e8	e9aa85	39557	骅
e6e9	e9aa88	39560	骈
e6ea	e9aa8a	39562	骊
e6eb	e9aa90	39568	骐
e6ec	e9aa92	39570	骒
e6ed	e9aa93	39571	骓
e6ee	e9aa96	39574	骖
e6ef	e9aa98	39576	骘
e6f0	e9aa9b	39579	骛
e6f1	e9aa9c	39580	骜
e6f2	e9aa9d	39581	骝
e6f3	e9aa9f	39583	骟
e6f4	e9aaa0	39584	骠
e6f5	e9aaa2	39586	骢
e6f6	e9aaa3	39587	骣
e6f7	e9aaa5	39589	骥
e6f8	e9aaa7	39591	骧
e6f9	e7ba9f	32415	纟
e6fa	e7baa1	32417	纡
e6fb	e7baa3	32419	纣
e6fc	e7baa5	32421	纥
e6fd	e7baa8	32424	纨
e6fe	e7baa9	32425	纩
e7a1	e7baad	32429	纭
e7a2	e7bab0	32432	纰
e7a3	e7babe	32446	纾
e7a4	e7bb80	32448	绀
e7a5	e7bb81	32449	绁
e7a6	e7bb82	32450	绂
e7a7	e7bb89	32457	绉
e7a8	e7bb8b	32459	绋
e7a9	e7bb8c	32460	绌
e7aa	e7bb90	32464	绐
e7ab	e7bb94	32468	绔
e7ac	e7bb97	32471	绗
e7ad	e7bb9b	32475	绛
e7ae	e7bba0	32480	绠
e7af	e7bba1	32481	绡
e7b0	e7bba8	32488	绨
e7b1	e7bbab	32491	绫
e7b2	e7bbae	32494	绮
e7b3	e7bbaf	32495	绯
e7b4	e7bbb1	32497	绱
e7b5	e7bbb2	32498	绲
e7b6	e7bc8d	32525	缍
e7b7	e7bbb6	32502	绶
e7b8	e7bbba	32506	绺
e7b9	e7bbbb	32507	绻
e7ba	e7bbbe	32510	绾
e7bb	e7bc81	32513	缁
e7bc	e7bc82	32514	缂
e7bd	e7bc83	32515	缃
e7be	e7bc87	32519	缇
e7bf	e7bc88	32520	缈
e7c0	e7bc8b	32523	缋
e7c1	e7bc8c	32524	缌
e7c2	e7bc8f	32527	缏
e7c3	e7bc91	32529	缑
e7c4	e7bc92	32530	缒
e7c5	e7bc97	32535	缗
e7c6	e7bc99	32537	缙
e7c7	e7bc9c	32540	缜
e7c8	e7bc9b	32539	缛
e7c9	e7bc9f	32543	缟
e7ca	e7bca1	32545	缡
e7cb	e7bca2	32546	缢
e7cc	e7bca3	32547	缣
e7cd	e7bca4	32548	缤
e7ce	e7bca5	32549	缥
e7cf	e7bca6	32550	缦
e7d0	e7bca7	32551	缧
e7d1	e7bcaa	32554	缪
e7d2	e7bcab	32555	缫
e7d3	e7bcac	32556	缬
e7d4	e7bcad	32557	缭
e7d5	e7bcaf	32559	缯
e7d6	e7bcb0	32560	缰
e7d7	e7bcb1	32561	缱
e7d8	e7bcb2	32562	缲
e7d9	e7bcb3	32563	缳
e7da	e7bcb5	32565	缵
e7db	e5b9ba	24186	幺
e7dc	e795bf	30079	畿
e7dd	e5b79b	24027	巛
e7de	e794be	30014	甾
e7df	e98295	37013	邕
e7e0	e78e8e	29582	玎
e7e1	e78e91	29585	玑
e7e2	e78eae	29614	玮
e7e3	e78ea2	29602	玢
e7e4	e78e9f	29599	玟
e7e5	e78f8f	29647	珏
e7e6	e78f82	29634	珂
e7e7	e78f91	29649	珑
e7e8	e78eb7	29623	玷
e7e9	e78eb3	29619	玳
e7ea	e78f80	29632	珀
e7eb	e78f89	29641	珉
e7ec	e78f88	29640	珈
e7ed	e78fa5	29669	珥
e7ee	e78f99	29657	珙
e7ef	e9a1bc	39036	顼
e7f0	e7908a	29706	琊
e7f1	e78fa9	29673	珩
e7f2	e78fa7	29671	珧
e7f3	e78f9e	29662	珞
e7f4	e78eba	29626	玺
e7f5	e78fb2	29682	珲
e7f6	e7908f	29711	琏
e7f7	e790aa	29738	琪
e7f8	e7919b	29787	瑛
e7f9	e790a6	29734	琦
e7fa	e790a5	29733	琥
e7fb	e790a8	29736	琨
e7fc	e790b0	29744	琰
e7fd	e790ae	29742	琮
e7fe	e790ac	29740	琬
e8a1	e7909b	29723	琛
e8a2	e7909a	29722	琚
e8a3	e79181	29761	瑁
e8a4	e7919c	29788	瑜
e8a5	e79197	29783	瑗
e8a6	e79195	29781	瑕
e8a7	e79199	29785	瑙
e8a8	e791b7	29815	瑷
e8a9	e791ad	29805	瑭
e8aa	e791be	29822	瑾
e8ab	e7929c	29852	璜
e8ac	e7928e	29838	璎
e8ad	e79280	29824	璀
e8ae	e79281	29825	璁
e8af	e79287	29831	璇
e8b0	e7928b	29835	璋
e8b1	e7929e	29854	璞
e8b2	e792a8	29864	璨
e8b3	e792a9	29865	璩
e8b4	e79290	29840	璐
e8b5	e792a7	29863	璧
e8b6	e79392	29906	瓒
e8b7	e792ba	29882	璺
e8b8	e99faa	38890	韪
e8b9	e99fab	38891	韫
e8ba	e99fac	38892	韬
e8bb	e69d8c	26444	杌
e8bc	e69d93	26451	杓
e8bd	e69d9e	26462	杞
e8be	e69d88	26440	杈
e8bf	e69da9	26473	杩
e8c0	e69ea5	26533	枥
e8c1	e69e87	26503	枇
e8c2	e69daa	26474	杪
e8c3	e69db3	26483	杳
e8c4	e69e98	26520	枘
e8c5	e69ea7	26535	枧
e8c6	e69db5	26485	杵
e8c7	e69ea8	26536	枨
e8c8	e69e9e	26526	枞
e8c9	e69ead	26541	枭
e8ca	e69e8b	26507	枋
e8cb	e69db7	26487	杷
e8cc	e69dbc	26492	杼
e8cd	e69fb0	26608	柰
e8ce	e6a089	26633	栉
e8cf	e69f98	26584	柘
e8d0	e6a08a	26634	栊
e8d1	e69fa9	26601	柩
e8d2	e69eb0	26544	枰
e8d3	e6a08c	26636	栌
e8d4	e69f99	26585	柙
e8d5	e69eb5	26549	枵
e8d6	e69f9a	26586	柚
e8d7	e69eb3	26547	枳
e8d8	e69f9d	26589	柝
e8d9	e6a080	26624	栀
e8da	e69f83	26563	柃
e8db	e69eb8	26552	枸
e8dc	e69fa2	26594	柢
e8dd	e6a08e	26638	栎
e8de	e69f81	26561	柁
e8df	e69fbd	26621	柽
e8e0	e6a0b2	26674	栲
e8e1	e6a0b3	26675	栳
e8e2	e6a1a0	26720	桠
e8e3	e6a1a1	26721	桡
e8e4	e6a18e	26702	桎
e8e5	e6a1a2	26722	桢
